"","skill_group_category","skill_group_name","section_name","industry_name","penetration_rate_2015","penetration_rate_2016","penetration_rate_2017","penetration_rate_2018","penetration_rate_2019"
"240","Business Skills","Bookkeeping","Mining and quarrying","Mining & Metals",0.00048,0.00041,0.00039,0.00071,0.0017
"241","Business Skills","Bookkeeping","Professional scientific and technical activities","Design",0.00048,0.00057,0.00065,0.00085,0.00118
"242","Business Skills","Bookkeeping","Information and communication","Broadcast Media",0.00047,0.00018,0.00019,0.00015,0.00031
"243","Business Skills","Bookkeeping","Arts, entertainment and recreation","Entertainment",0.00046,0.00037,0.00031,0.00048,0.00067
"244","Business Skills","Bookkeeping","Professional scientific and technical activities","Management Consulting",0.00046,0.00045,0.00061,0.00062,0.0016
"245","Business Skills","Bookkeeping","Professional scientific and technical activities","Biotechnology",4e-04,0.00052,6e-04,0.00066,0.00068
"246","Business Skills","Bookkeeping","Manufacturing","Pharmaceuticals",0.00038,4e-04,0.00034,0.00038,0.00074
"247","Business Skills","Bookkeeping","Manufacturing","Renewables & Environment",0.00036,0.00046,0.00053,0.00056,0.00108
"248","Business Skills","Bookkeeping","Information and communication","Semiconductors",0.00034,0.00034,0.00036,0.00013,0.00042
"249","Business Skills","Bookkeeping","Information and communication","Internet",0.00034,0.00033,0.00039,0.00037,0.00079
"250","Business Skills","Bookkeeping","Manufacturing","Aviation & Aerospace",0.00034,0.00032,0.00037,0.00022,0.00061
"251","Business Skills","Bookkeeping","Information and communication","Telecommunications",0.00033,0.00035,0.00031,0.00031,0.00082
"252","Business Skills","Bookkeeping","Arts, entertainment and recreation","Music",0.00029,0.00027,0.00018,0.00014,0.00043
"253","Business Skills","Bookkeeping","Information and communication","Media Production",2e-04,0.00023,0.00057,0.00026,0.00063
"254","Business Skills","Bookkeeping","Financial and insurance activities","Banking",0.00019,0.00017,0.00018,0.00021,0.00074
"255","Business Skills","Bookkeeping","Professional scientific and technical activities","Research",0.00015,0.00017,0.00029,0.00022,4e-04
"256","Business Skills","Business Management","Financial and insurance activities","Venture Capital & Private Equity",0.06701,0.06639,0.07037,0.06751,0.04724
"257","Business Skills","Business Management","Professional scientific and technical activities","Management Consulting",0.06422,0.06161,0.05498,0.05192,0.03604
"258","Business Skills","Business Management","Professional scientific and technical activities","Outsourcing/Offshoring",0.05357,0.05037,0.0327,0.03204,0.02335
"259","Business Skills","Business Management","Professional scientific and technical activities","Professional Training & Coaching",0.05172,0.05325,0.04084,0.03733,0.02203
"260","Business Skills","Business Management","Manufacturing","Food Production",0.04867,0.05097,0.04491,0.04124,0.02768
"261","Business Skills","Business Management","Professional scientific and technical activities","Executive Office",0.04857,0.04711,0.04893,0.03944,0.03312
"262","Business Skills","Business Management","Professional scientific and technical activities","Information Services",0.04398,0.042,0.03791,0.02733,0.01646
"263","Business Skills","Business Management","Financial and insurance activities","Insurance",0.04322,0.04565,0.04,0.03652,0.02558
"264","Business Skills","Business Management","Financial and insurance activities","Financial Services",0.04299,0.04343,0.03896,0.03661,0.02371
"265","Business Skills","Business Management","Information and communication","Information Technology & Services",0.0414,0.04199,0.03583,0.03281,0.02043
"266","Business Skills","Business Management","Financial and insurance activities","Investment Banking",0.03945,0.04233,0.03328,0.03424,0.02453
"267","Business Skills","Business Management","Professional scientific and technical activities","Market Research",0.03833,0.0408,0.03669,0.03175,0.02198
"268","Business Skills","Business Management","Manufacturing","Renewables & Environment",0.03808,0.04207,0.03659,0.03339,0.02271
"269","Business Skills","Business Management","Information and communication","Telecommunications",0.03754,0.04014,0.03487,0.03407,0.02246
"270","Business Skills","Business Management","Financial and insurance activities","Banking",0.03745,0.03999,0.03549,0.03406,0.02353
"271","Business Skills","Business Management","Manufacturing","Machinery",0.0371,0.03973,0.03249,0.03166,0.01983
"272","Business Skills","Business Management","Arts, entertainment and recreation","Gambling & Casinos",0.03684,0.03394,0.02539,0.0245,0.0144
"273","Business Skills","Business Management","Professional scientific and technical activities","Accounting",0.0367,0.03735,0.03157,0.02823,0.01601
"274","Business Skills","Business Management","Manufacturing","Chemicals",0.03667,0.04156,0.03655,0.03647,0.02203
"275","Business Skills","Business Management","Manufacturing","Automotive",0.03641,0.03826,0.03333,0.03396,0.02243
"276","Business Skills","Business Management","Manufacturing","Paper & Forest Products",0.03566,0.04116,0.03165,0.03178,0.02222
"277","Business Skills","Business Management","Mining and quarrying","Mining & Metals",0.03492,0.04087,0.03197,0.03299,0.02151
"278","Business Skills","Business Management","Manufacturing","Packaging & Containers",0.03465,0.03665,0.03797,0.03331,0.01825
"279","Business Skills","Business Management","Manufacturing","Pharmaceuticals",0.0344,0.03763,0.03369,0.0333,0.02036
"280","Business Skills","Business Management","Professional scientific and technical activities","Veterinary",0.03419,0.03549,0.0203,0.02746,0.01875
"281","Business Skills","Business Management","Financial and insurance activities","Investment Management",0.03257,0.03603,0.03653,0.03576,0.02354
"282","Business Skills","Business Management","Professional scientific and technical activities","Environmental Services",0.03236,0.03625,0.03113,0.02891,0.01948
"283","Business Skills","Business Management","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.03127,0.02855,0.03152,0.03013,0.01838
"284","Business Skills","Business Management","Manufacturing","Electrical & Electronic Manufacturing",0.03098,0.03374,0.03122,0.03024,0.01722
"285","Business Skills","Business Management","Arts, entertainment and recreation","Health, Wellness & Fitness",0.03047,0.03294,0.02835,0.0299,0.01828
"286","Business Skills","Business Management","Professional scientific and technical activities","Events Services",0.02981,0.03179,0.03111,0.03047,0.01864
"287","Business Skills","Business Management","Information and communication","Computer Software",0.02953,0.03052,0.02749,0.02433,0.01358
"288","Business Skills","Business Management","Information and communication","Internet",0.02784,0.02986,0.0272,0.02746,0.01577
"289","Business Skills","Business Management","Professional scientific and technical activities","Marketing & Advertising",0.02729,0.02995,0.02874,0.02951,0.01665
"290","Business Skills","Business Management","Professional scientific and technical activities","Legal Services",0.02691,0.03064,0.02554,0.02262,0.01388
"291","Business Skills","Business Management","Manufacturing","Plastics",0.02648,0.03566,0.03279,0.03422,0.02329
"292","Business Skills","Business Management","Manufacturing","Textiles",0.02615,0.03939,0.03449,0.03249,0.02427
"293","Business Skills","Business Management","Manufacturing","Industrial Automation",0.02602,0.02194,0.02678,0.02435,0.01362
"294","Business Skills","Business Management","Mining and quarrying","Oil & Energy",0.02526,0.02996,0.0297,0.02991,0.01877
"295","Business Skills","Business Management","Information and communication","Computer Hardware",0.02435,0.03093,0.02873,0.02335,0.01399
"296","Business Skills","Business Management","Arts, entertainment and recreation","Sports",0.02394,0.02626,0.02423,0.02627,0.01565
"297","Business Skills","Business Management","Manufacturing","Aviation & Aerospace",0.02357,0.02785,0.02552,0.02388,0.01464
"298","Business Skills","Business Management","Professional scientific and technical activities","Biotechnology",0.02184,0.0247,0.02089,0.02281,0.01371
"299","Business Skills","Business Management","Manufacturing","Printing",0.01985,0.0308,0.02969,0.02533,0.01711
"300","Business Skills","Business Management","Professional scientific and technical activities","Architecture & Planning",0.01967,0.02198,0.01913,0.01803,0.01005
"301","Business Skills","Business Management","Professional scientific and technical activities","Research",0.01965,0.02161,0.01653,0.01697,0.00923
"302","Business Skills","Business Management","Professional scientific and technical activities","Law Practice",0.01825,0.02209,0.01832,0.01912,0.01087
"303","Business Skills","Business Management","Information and communication","Computer Networking",0.01787,0.0257,0.0252,0.02474,0.01375
"304","Business Skills","Business Management","Professional scientific and technical activities","Public Relations & Communications",0.01749,0.02649,0.0259,0.02589,0.01361
"305","Business Skills","Business Management","Arts, entertainment and recreation","Entertainment",0.01734,0.01884,0.0177,0.01878,0.01108
"306","Business Skills","Business Management","Information and communication","Publishing",0.01726,0.02034,0.01794,0.01758,0.00948
"307","Business Skills","Business Management","Information and communication","Computer & Network Security",0.01691,0.02373,0.021,0.02109,0.00973
"308","Business Skills","Business Management","Professional scientific and technical activities","Translation & Localization",0.01634,0.01705,0.01509,0.01561,0.00594
"309","Business Skills","Business Management","Professional scientific and technical activities","Design",0.0154,0.0172,0.01486,0.01397,0.00704
"310","Business Skills","Business Management","Information and communication","Online Media",0.01465,0.01882,0.01558,0.01601,0.00883
"311","Business Skills","Business Management","Information and communication","Semiconductors",0.01437,0.01865,0.01685,0.01956,0.01114
"312","Business Skills","Business Management","Information and communication","Newspapers",0.01342,0.01807,0.01313,0.01247,0.00673
"313","Business Skills","Business Management","Arts, entertainment and recreation","Arts & Crafts",0.01294,0.01682,0.01904,0.01813,0.01007
"314","Business Skills","Business Management","Information and communication","Broadcast Media",0.0124,0.01416,0.01445,0.0139,0.00859
"315","Business Skills","Business Management","Information and communication","Computer Games",0.01111,0.01283,0.01034,0.01217,0.0046
"316","Business Skills","Business Management","Professional scientific and technical activities","Photography",0.01087,0.01258,0.01128,0.00908,0.00573
"317","Business Skills","Business Management","Arts, entertainment and recreation","Museums & Institutions",0.01049,0.01217,0.01086,0.01355,0.00711
"318","Business Skills","Business Management","Information and communication","Media Production",0.01049,0.01263,0.01129,0.01309,0.0066
"319","Business Skills","Business Management","Arts, entertainment and recreation","Music",0.00966,0.01122,0.01238,0.01304,0.00851
"320","Business Skills","Business Management","Information and communication","Writing & Editing",0.00961,0.01322,0.01049,0.00886,0.00295
"321","Business Skills","Business Management","Arts, entertainment and recreation","Performing Arts",0.00867,0.00994,0.01038,0.01299,0.00763
"322","Business Skills","Business Management","Arts, entertainment and recreation","Fine Art",0.00728,0.00822,0.00894,0.01054,0.00383
"323","Business Skills","Business Management","Professional scientific and technical activities","Graphic Design",0.00704,0.00919,0.00825,0.00828,0.00293
"324","Business Skills","Business Management","Arts, entertainment and recreation","Animation",0.00564,0.00533,0.00586,0.00704,0.00314
"325","Business Skills","Business Management","Information and communication","Motion Pictures & Film",0.00457,0.00612,0.00569,0.00637,0.00503
"326","Business Skills","Capital Markets","Financial and insurance activities","Investment Management",0.09593,0.08326,0.07268,0.06307,0.06443
"327","Business Skills","Capital Markets","Financial and insurance activities","Investment Banking",0.09369,0.06698,0.0527,0.06285,0.06133
"328","Business Skills","Capital Markets","Financial and insurance activities","Venture Capital & Private Equity",0.07075,0.06345,0.06385,0.05533,0.06265
"329","Business Skills","Capital Markets","Financial and insurance activities","Financial Services",0.05979,0.04833,0.03439,0.03329,0.02995
