country_code,country_name,wb_region,wb_income,isic_section_index,isic_section_name,industry_id,industry_name,growth_rate_2015,growth_rate_2016,growth_rate_2017,growth_rate_2018,growth_rate_2019
ao,Angola,Sub-Saharan Africa ,Lower middle income,K,Financial and insurance activities,45,Investment Banking,-1.32%,-3.63%,0.00%,0.33%,-1.33%
ao,Angola,Sub-Saharan Africa ,Lower middle income,K,Financial and insurance activities,46,Investment Management,-10.13%,-11.38%,-3.89%,-3.73%,-1.62%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,9,Law Practice,2.29%,1.59%,2.50%,0.00%,-2.31%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,10,Legal Services,5.88%,4.81%,-3.60%,-0.94%,1.90%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,11,Management Consulting,-7.15%,-9.81%,-5.34%,-2.63%,-2.24%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,47,Accounting,-6.25%,-4.56%,-1.95%,-1.97%,-1.60%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-10.16%,-5.65%,-3.33%,0.00%,-0.84%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,76,Executive Office,0.00%,1.96%,-5.45%,-3.77%,-3.77%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-4.12%,-2.54%,-0.64%,-1.68%,0.00%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,86,Environmental Services,-4.97%,-5.03%,-5.66%,-0.66%,3.21%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,99,Design,-8.42%,-5.46%,-4.30%,-0.54%,-1.64%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,105,Professional Training & Coaching,6.42%,4.55%,6.31%,0.00%,2.63%
ao,Angola,Sub-Saharan Africa ,Lower middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-5.22%,-3.59%,-1.69%,0.17%,-1.02%
ao,Angola,Sub-Saharan Africa ,Lower middle income,R,"Arts, entertainment and recreation ",28,Entertainment,2.74%,3.36%,-0.65%,0.66%,1.35%
ao,Angola,Sub-Saharan Africa ,Lower middle income,R,"Arts, entertainment and recreation ",33,Sports,4.11%,6.85%,5.33%,5.26%,3.85%
ao,Angola,Sub-Saharan Africa ,Lower middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",1.64%,-0.33%,-1.32%,1.33%,0.65%
ar,Argentina,Latin America & Caribbean ,High income,B,Mining and quarrying,56,Mining & Metals,-1.26%,-0.73%,0.78%,0.24%,-0.14%
ar,Argentina,Latin America & Caribbean ,High income,B,Mining and quarrying,57,Oil & Energy,1.96%,0.35%,1.25%,1.26%,1.40%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,15,Pharmaceuticals,0.94%,0.09%,-0.14%,0.05%,0.51%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,23,Food Production,-0.75%,-0.05%,-0.69%,-1.73%,-0.72%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,52,Aviation & Aerospace,3.97%,0.67%,0.33%,-4.58%,-1.01%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,53,Automotive,-1.44%,-0.86%,-0.28%,-0.98%,-2.06%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,54,Chemicals,0.18%,0.93%,0.44%,2.06%,-0.33%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,55,Machinery,0.18%,0.20%,0.37%,-0.35%,-0.99%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,58,Shipbuilding,-0.93%,-3.77%,-2.04%,-2.08%,4.21%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,60,Textiles,0.63%,-0.86%,-0.05%,-0.75%,-1.05%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,61,Paper & Forest Products,0.15%,-0.41%,-1.28%,0.72%,-0.50%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,62,Railroad Manufacture,-8.20%,0.00%,-1.72%,1.72%,1.67%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,83,Printing,-0.73%,1.01%,-0.81%,-0.06%,-0.12%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-1.43%,-0.51%,-0.85%,-1.25%,-0.39%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,117,Plastics,1.91%,-0.77%,0.73%,-0.72%,-0.05%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,144,Renewables & Environment,3.63%,5.36%,8.92%,7.77%,0.67%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,145,"Glass, Ceramics & Concrete",-0.63%,-1.93%,-1.73%,-2.78%,-3.16%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,146,Packaging & Containers,0.67%,1.15%,-1.66%,-0.38%,-1.68%
ar,Argentina,Latin America & Caribbean ,High income,C,Manufacturing,147,Industrial Automation,-2.89%,-0.52%,-0.85%,0.14%,-1.20%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,3,Computer Hardware,-0.34%,-0.60%,-0.87%,-0.31%,-0.85%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,4,Computer Software,-2.91%,-1.26%,-0.53%,-0.12%,0.89%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,5,Computer Networking,-3.36%,-5.74%,-1.81%,0.77%,2.91%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,6,Internet,-1.55%,-1.37%,0.52%,1.47%,2.73%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,7,Semiconductors,-1.69%,-1.41%,-31.93%,-4.95%,-0.33%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,8,Telecommunications,-0.73%,-0.95%,-1.31%,-1.28%,-1.34%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,35,Motion Pictures & Film,-5.43%,-3.63%,-7.71%,-3.31%,-2.56%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,36,Broadcast Media,-0.43%,-0.81%,-0.83%,-0.78%,-0.63%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,81,Newspapers,-1.79%,-2.51%,-0.63%,-0.63%,-2.09%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,82,Publishing,-1.52%,-1.51%,-0.68%,-1.59%,-2.72%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,96,Information Technology & Services,-4.10%,-3.44%,-2.45%,-1.69%,-0.39%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,103,Writing & Editing,-3.77%,-1.74%,0.22%,1.68%,1.20%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,109,Computer Games,-5.30%,1.34%,-5.58%,-4.66%,0.84%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,113,Online Media,-2.82%,-2.27%,-2.17%,-0.44%,-1.37%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,118,Computer & Network Security,-1.07%,1.97%,13.87%,-0.84%,-0.46%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,119,Wireless,4.26%,2.82%,-1.99%,3.29%,6.21%
ar,Argentina,Latin America & Caribbean ,High income,J,Information and communication,126,Media Production,-3.48%,-3.36%,-2.43%,-1.53%,-1.36%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,41,Banking,2.63%,1.95%,2.00%,0.36%,0.38%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,42,Insurance,0.55%,0.10%,0.44%,0.89%,0.17%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,43,Financial Services,0.05%,0.46%,-1.62%,-0.36%,-0.42%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,45,Investment Banking,10.75%,8.89%,5.35%,-0.27%,0.52%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,46,Investment Management,2.45%,1.50%,-0.44%,-0.61%,-2.02%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,106,Venture Capital & Private Equity,3.66%,0.59%,6.32%,-4.52%,-4.25%
ar,Argentina,Latin America & Caribbean ,High income,K,Financial and insurance activities,129,Capital Markets,4.47%,2.13%,3.72%,0.43%,0.27%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,9,Law Practice,-1.08%,-0.86%,-0.48%,-0.74%,-0.27%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,10,Legal Services,-2.60%,-2.25%,-1.09%,0.45%,-1.14%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,11,Management Consulting,-1.35%,0.00%,-0.67%,-0.78%,-0.11%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,12,Biotechnology,0.34%,0.61%,0.49%,0.41%,0.00%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,16,Veterinary,0.61%,-1.07%,3.23%,1.31%,0.42%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,47,Accounting,-2.97%,-1.50%,-1.52%,-0.63%,-0.50%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,50,Architecture & Planning,-1.75%,-1.49%,-1.21%,-0.50%,-0.77%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,70,Research,-0.95%,-0.43%,-1.35%,-0.83%,-1.20%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,76,Executive Office,-0.90%,1.24%,-2.26%,0.61%,0.30%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,80,Marketing & Advertising,-3.96%,-2.50%,-2.02%,-1.69%,-1.33%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,84,Information Services,-0.37%,-0.19%,-0.18%,-0.35%,0.28%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,86,Environmental Services,0.03%,0.51%,2.24%,0.27%,0.03%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,97,Market Research,-6.15%,-3.56%,-5.57%,-0.69%,-1.25%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,98,Public Relations & Communications,-3.83%,-3.38%,-2.47%,-0.30%,-0.43%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,99,Design,-2.48%,-2.49%,-2.17%,-2.15%,-1.14%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,105,Professional Training & Coaching,-1.46%,-0.50%,-0.74%,-0.66%,-0.44%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,108,Translation & Localization,-4.05%,-4.25%,-2.95%,-1.51%,-1.06%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,110,Events Services,-1.70%,-0.64%,-0.74%,-1.59%,-0.20%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-5.17%,-4.68%,-3.75%,-2.84%,-2.24%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-2.83%,-1.65%,-1.19%,0.04%,-0.80%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,136,Photography,-1.47%,-1.12%,-0.34%,-0.25%,-1.33%
ar,Argentina,Latin America & Caribbean ,High income,M,Professional scientific and technical activities,140,Graphic Design,-2.16%,-2.05%,-1.37%,-1.48%,-2.27%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",28,Entertainment,-0.52%,-1.27%,-1.55%,-0.98%,-0.11%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",33,Sports,-1.84%,-0.66%,0.15%,-0.07%,-0.84%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",37,Museums & Institutions,-0.43%,0.22%,-0.21%,-2.13%,-0.64%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",38,Fine Art,-0.20%,-2.21%,-1.01%,0.82%,-1.20%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",39,Performing Arts,0.14%,0.28%,0.00%,-0.28%,-0.42%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",85,Libraries,2.13%,-3.27%,-1.67%,-2.51%,-0.85%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,-2.45%,-2.80%,-1.59%,-2.48%,-1.88%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",115,Music,-2.79%,-0.42%,-0.33%,-0.33%,-0.58%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",0.31%,0.06%,0.93%,-0.19%,-0.61%
ar,Argentina,Latin America & Caribbean ,High income,R,"Arts, entertainment and recreation ",127,Animation,-5.44%,-3.24%,-2.06%,-2.36%,3.17%
at,Austria,Europe & Central Asia,High income,B,Mining and quarrying,56,Mining & Metals,1.98%,2.29%,1.29%,2.86%,2.11%
at,Austria,Europe & Central Asia,High income,B,Mining and quarrying,57,Oil & Energy,0.68%,2.03%,4.00%,6.31%,5.02%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,15,Pharmaceuticals,3.70%,3.78%,3.06%,3.19%,3.59%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,23,Food Production,2.00%,1.29%,1.61%,1.32%,1.50%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,52,Aviation & Aerospace,0.90%,3.63%,2.85%,10.28%,1.77%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,53,Automotive,3.54%,4.39%,3.21%,2.01%,0.01%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,54,Chemicals,5.91%,4.80%,2.60%,1.87%,-0.90%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,55,Machinery,0.40%,0.39%,1.10%,1.47%,-0.16%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,60,Textiles,0.84%,-0.22%,-0.86%,-1.07%,2.51%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,61,Paper & Forest Products,1.48%,0.69%,0.81%,0.60%,0.49%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,62,Railroad Manufacture,-2.20%,-5.49%,3.57%,5.75%,9.00%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,83,Printing,2.47%,1.82%,0.49%,0.49%,1.96%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,112,Electrical & Electronic Manufacturing,1.53%,1.94%,0.99%,0.65%,0.04%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,117,Plastics,4.48%,2.14%,3.88%,0.96%,1.45%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,144,Renewables & Environment,0.13%,1.64%,0.00%,2.90%,2.30%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,145,"Glass, Ceramics & Concrete",6.04%,6.01%,4.35%,1.04%,0.00%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,146,Packaging & Containers,4.01%,2.27%,1.30%,1.54%,1.80%
at,Austria,Europe & Central Asia,High income,C,Manufacturing,147,Industrial Automation,3.44%,3.37%,2.42%,1.38%,0.74%
at,Austria,Europe & Central Asia,High income,J,Information and communication,3,Computer Hardware,1.22%,8.00%,11.26%,0.58%,-2.87%
at,Austria,Europe & Central Asia,High income,J,Information and communication,4,Computer Software,6.80%,5.09%,4.36%,3.07%,3.56%
at,Austria,Europe & Central Asia,High income,J,Information and communication,5,Computer Networking,2.16%,2.09%,1.10%,8.03%,2.91%
at,Austria,Europe & Central Asia,High income,J,Information and communication,6,Internet,8.82%,8.84%,6.63%,4.10%,1.91%
at,Austria,Europe & Central Asia,High income,J,Information and communication,7,Semiconductors,5.37%,2.89%,2.06%,4.72%,-1.60%
at,Austria,Europe & Central Asia,High income,J,Information and communication,8,Telecommunications,1.34%,2.22%,2.66%,2.11%,-1.30%
at,Austria,Europe & Central Asia,High income,J,Information and communication,35,Motion Pictures & Film,-1.70%,-2.68%,-1.38%,-4.85%,-1.83%
at,Austria,Europe & Central Asia,High income,J,Information and communication,36,Broadcast Media,0.79%,2.16%,-0.82%,0.42%,0.62%
at,Austria,Europe & Central Asia,High income,J,Information and communication,81,Newspapers,0.46%,1.40%,-2.58%,-0.49%,0.48%
at,Austria,Europe & Central Asia,High income,J,Information and communication,82,Publishing,2.03%,-0.22%,1.75%,-0.46%,0.56%
at,Austria,Europe & Central Asia,High income,J,Information and communication,96,Information Technology & Services,5.66%,5.41%,4.32%,3.43%,2.76%
at,Austria,Europe & Central Asia,High income,J,Information and communication,103,Writing & Editing,7.77%,2.91%,14.43%,7.41%,-0.83%
at,Austria,Europe & Central Asia,High income,J,Information and communication,109,Computer Games,7.10%,2.31%,5.45%,-1.75%,-1.29%
at,Austria,Europe & Central Asia,High income,J,Information and communication,113,Online Media,0.96%,6.42%,3.81%,2.55%,2.81%
at,Austria,Europe & Central Asia,High income,J,Information and communication,118,Computer & Network Security,6.07%,5.37%,11.06%,6.02%,3.05%
at,Austria,Europe & Central Asia,High income,J,Information and communication,119,Wireless,-13.70%,0.00%,16.07%,4.76%,7.69%
at,Austria,Europe & Central Asia,High income,J,Information and communication,126,Media Production,0.13%,-0.85%,-3.30%,-0.74%,1.19%
